,GOOG,GOOG,GOOG,GOOG,GOOG
,open,high,low,close,volume
time,,,,,
2020-09-22 14:42:00-04:00,1458.8,1458.8,1458.8,1458.8,335
2020-09-22 14:45:00-04:00,1456.775,1456.775,1456.775,1456.775,100
2020-09-22 14:47:00-04:00,1457.17,1457.17,1457.17,1457.17,101
2020-09-22 14:48:00-04:00,1456.73,1456.985,1456.73,1456.985,201
2020-09-22 14:49:00-04:00,1457.295,1457.59,1457.295,1457.59,228
2020-09-22 14:50:00-04:00,1457.11,1457.83,1457.11,1457.82,308
2020-09-22 14:51:00-04:00,1457.73,1457.73,1456.675,1456.825,1220
2020-09-22 14:52:00-04:00,1455.89,1455.89,1455.89,1455.89,237
2020-09-22 14:53:00-04:00,1455.445,1455.47,1455.445,1455.47,282
2020-09-22 14:54:00-04:00,1454.7,1454.905,1454.26,1454.26,800
2020-09-22 14:55:00-04:00,1454.45,1454.45,1454.4,1454.4,317
2020-09-22 14:56:00-04:00,1456.39,1456.39,1456.39,1456.39,108
2020-09-22 14:57:00-04:00,1457.515,1457.515,1457.515,1457.515,100
2020-09-22 14:59:00-04:00,1456.93,1456.93,1456.93,1456.93,105
2020-09-22 15:00:00-04:00,1457.12,1457.12,1457.12,1457.12,214
2020-09-22 15:02:00-04:00,1455.555,1455.81,1455.555,1455.81,200
2020-09-22 15:04:00-04:00,1456.18,1456.41,1456.18,1456.41,645
2020-09-22 15:07:00-04:00,1458.71,1458.71,1458.71,1458.71,180
2020-09-22 15:10:00-04:00,1460.1,1460.1,1460.1,1460.1,187
2020-09-22 15:11:00-04:00,1460.58,1460.58,1460.58,1460.58,100
2020-09-22 15:13:00-04:00,1460.25,1460.25,1459.51,1459.51,200
2020-09-22 15:14:00-04:00,1459.15,1459.15,1459.15,1459.15,370
2020-09-22 15:15:00-04:00,1458.81,1458.81,1458.81,1458.81,554
2020-09-22 15:17:00-04:00,1460.21,1460.21,1460.21,1460.21,218
2020-09-22 15:18:00-04:00,1460.455,1460.455,1460.455,1460.455,148
2020-09-22 15:19:00-04:00,1461.105,1461.105,1461.105,1461.105,100
2020-09-22 15:20:00-04:00,1460.58,1460.58,1460.58,1460.58,219
2020-09-22 15:21:00-04:00,1459.695,1459.695,1459.695,1459.695,100
2020-09-22 15:23:00-04:00,1460.99,1460.99,1460.99,1460.99,100
2020-09-22 15:25:00-04:00,1463.265,1463.265,1463.265,1463.265,189
2020-09-22 15:27:00-04:00,1464.52,1464.52,1464.52,1464.52,223
2020-09-22 15:29:00-04:00,1464.53,1464.53,1464.53,1464.53,107
2020-09-22 15:30:00-04:00,1463.42,1463.43,1463.42,1463.43,269
2020-09-22 15:31:00-04:00,1462.01,1462.01,1462.01,1462.01,207
2020-09-22 15:34:00-04:00,1464.81,1465.31,1464.5,1464.5,576
2020-09-22 15:37:00-04:00,1466.07,1466.07,1465.52,1465.52,326
2020-09-22 15:39:00-04:00,1466.43,1466.7,1466.43,1466.7,289
2020-09-22 15:40:00-04:00,1464.995,1464.995,1464.995,1464.995,356
2020-09-22 15:42:00-04:00,1466.63,1466.63,1465.915,1465.915,298
2020-09-22 15:43:00-04:00,1465.99,1466.43,1465.99,1466.09,655
2020-09-22 15:44:00-04:00,1466.23,1466.23,1466.23,1466.23,115
2020-09-22 15:45:00-04:00,1465.27,1465.27,1465.27,1465.27,211
2020-09-22 15:46:00-04:00,1466.86,1466.86,1466.86,1466.86,101
2020-09-22 15:47:00-04:00,1467.38,1467.38,1466.94,1466.94,353
2020-09-22 15:48:00-04:00,1467.115,1467.115,1467.115,1467.115,135
2020-09-22 15:49:00-04:00,1466.975,1466.975,1466.12,1466.12,710
2020-09-22 15:50:00-04:00,1464.76,1464.96,1464.76,1464.96,617
2020-09-22 15:51:00-04:00,1463.825,1463.825,1463.825,1463.825,494
2020-09-22 15:52:00-04:00,1465.06,1465.06,1463.84,1463.84,627
2020-09-22 15:53:00-04:00,1463.275,1463.28,1463.275,1463.28,214
2020-09-22 15:54:00-04:00,1463.66,1463.95,1463.47,1463.95,666
2020-09-22 15:55:00-04:00,1468.335,1468.57,1468.335,1468.57,651
2020-09-22 15:56:00-04:00,1469.27,1469.27,1469.27,1469.27,163
2020-09-22 15:57:00-04:00,1468.415,1468.415,1468.23,1468.23,500
2020-09-22 15:58:00-04:00,1467.06,1467.06,1465.2,1465.2,577
2020-09-22 15:59:00-04:00,1465.38,1465.6,1465.38,1465.6,922
2020-09-23 09:28:00-04:00,1462.28,1462.28,1462.28,1462.28,268
2020-09-23 09:30:00-04:00,1458.9,1458.9,1458.9,1458.9,470
2020-09-23 09:32:00-04:00,1453.01,1453.01,1450.745,1450.745,703
2020-09-23 09:33:00-04:00,1448.395,1448.615,1448.395,1448.615,424
2020-09-23 09:34:00-04:00,1449.6,1449.6,1449.6,1449.6,297
2020-09-23 09:35:00-04:00,1449.0,1449.0,1449.0,1449.0,347
2020-09-23 09:36:00-04:00,1447.27,1447.27,1447.27,1447.27,190
2020-09-23 09:37:00-04:00,1449.995,1449.995,1449.995,1449.995,144
2020-09-23 09:38:00-04:00,1450.29,1450.29,1450.29,1450.29,244
2020-09-23 09:39:00-04:00,1453.79,1454.05,1453.79,1454.05,223
2020-09-23 09:40:00-04:00,1452.32,1452.32,1450.86,1451.56,576
2020-09-23 09:43:00-04:00,1456.15,1457.66,1456.15,1457.66,317
2020-09-23 09:44:00-04:00,1459.5,1459.5,1459.04,1459.04,884
2020-09-23 09:49:00-04:00,1454.64,1454.64,1454.64,1454.64,107
2020-09-23 09:50:00-04:00,1454.5,1454.535,1454.5,1454.535,539
2020-09-23 09:51:00-04:00,1454.61,1455.385,1454.35,1454.35,659
2020-09-23 09:52:00-04:00,1453.11,1453.59,1453.11,1453.59,588
2020-09-23 09:53:00-04:00,1453.64,1454.7,1453.64,1453.67,609
2020-09-23 09:54:00-04:00,1453.17,1453.24,1453.17,1453.24,409
2020-09-23 09:55:00-04:00,1454.295,1454.63,1453.84,1453.84,565
2020-09-23 09:56:00-04:00,1454.425,1454.425,1454.425,1454.425,205
2020-09-23 09:57:00-04:00,1451.05,1451.05,1451.05,1451.05,232
2020-09-23 10:02:00-04:00,1451.91,1451.91,1451.91,1451.91,181
2020-09-23 10:03:00-04:00,1453.18,1454.19,1453.17,1454.19,586
2020-09-23 10:05:00-04:00,1452.43,1452.43,1452.43,1452.43,101
2020-09-23 10:06:00-04:00,1449.63,1449.63,1449.63,1449.63,138
2020-09-23 10:08:00-04:00,1446.61,1446.7,1446.61,1446.7,200
2020-09-23 10:09:00-04:00,1446.38,1446.825,1446.38,1446.825,241
2020-09-23 10:10:00-04:00,1446.26,1447.78,1446.26,1447.78,328
2020-09-23 10:12:00-04:00,1448.31,1448.31,1447.75,1447.75,723
2020-09-23 10:13:00-04:00,1446.87,1446.87,1446.87,1446.87,163
2020-09-23 10:14:00-04:00,1445.86,1445.86,1445.86,1445.86,132
2020-09-23 10:15:00-04:00,1446.71,1446.71,1446.71,1446.71,130
2020-09-23 10:17:00-04:00,1445.59,1445.59,1445.59,1445.59,100
2020-09-23 10:20:00-04:00,1442.19,1442.19,1442.19,1442.19,140
2020-09-23 10:26:00-04:00,1447.82,1447.82,1447.82,1447.82,321
2020-09-23 10:28:00-04:00,1448.13,1448.13,1448.13,1448.13,124
2020-09-23 10:29:00-04:00,1446.93,1447.17,1446.92,1447.17,757
2020-09-23 10:30:00-04:00,1446.48,1447.19,1446.42,1447.02,700
2020-09-23 10:31:00-04:00,1446.48,1447.4,1446.48,1447.4,221
2020-09-23 10:32:00-04:00,1447.32,1447.32,1447.32,1447.32,100
2020-09-23 10:34:00-04:00,1444.88,1444.88,1444.88,1444.88,180
2020-09-23 10:37:00-04:00,1441.37,1441.37,1441.37,1441.37,104
2020-09-23 10:38:00-04:00,1441.86,1441.86,1441.86,1441.86,111
2020-09-23 10:41:00-04:00,1447.69,1447.69,1447.69,1447.69,255
2020-09-23 10:42:00-04:00,1446.6,1446.6,1446.6,1446.6,149
2020-09-23 10:44:00-04:00,1446.37,1446.37,1446.37,1446.37,332
2020-09-23 10:45:00-04:00,1447.52,1447.52,1447.52,1447.52,100
2020-09-23 10:46:00-04:00,1448.75,1448.75,1448.75,1448.75,200
2020-09-23 10:48:00-04:00,1449.51,1449.51,1449.51,1449.51,208
2020-09-23 10:51:00-04:00,1447.53,1447.53,1446.73,1446.73,404
2020-09-23 10:53:00-04:00,1447.87,1447.87,1447.87,1447.87,339
2020-09-23 10:54:00-04:00,1448.65,1448.65,1448.65,1448.65,107
2020-09-23 10:55:00-04:00,1448.19,1448.19,1448.19,1448.19,109
2020-09-23 11:03:00-04:00,1444.66,1444.66,1444.66,1444.66,100
2020-09-23 11:04:00-04:00,1442.9,1442.9,1442.9,1442.9,316
2020-09-23 11:06:00-04:00,1446.02,1446.02,1446.02,1446.02,100
2020-09-23 11:09:00-04:00,1446.67,1446.67,1446.12,1446.12,250
2020-09-23 11:10:00-04:00,1444.15,1444.15,1444.15,1444.15,260
2020-09-23 11:11:00-04:00,1444.93,1444.93,1444.93,1444.93,126
2020-09-23 11:15:00-04:00,1443.45,1443.45,1443.45,1443.45,109
2020-09-23 11:17:00-04:00,1443.48,1443.48,1443.48,1443.48,414
2020-09-23 11:18:00-04:00,1444.34,1444.34,1444.34,1444.34,182
2020-09-23 11:20:00-04:00,1442.0,1442.0,1441.765,1441.765,285
2020-09-23 11:21:00-04:00,1441.71,1441.71,1441.05,1441.05,312
2020-09-23 11:25:00-04:00,1441.33,1441.33,1440.89,1440.89,601
2020-09-23 11:26:00-04:00,1442.56,1442.56,1442.56,1442.56,100
2020-09-23 11:30:00-04:00,1441.01,1441.01,1441.01,1441.01,100
2020-09-23 11:35:00-04:00,1438.045,1438.045,1438.045,1438.045,2504
2020-09-23 11:39:00-04:00,1440.71,1440.71,1440.71,1440.71,300
2020-09-23 11:40:00-04:00,1440.92,1440.92,1439.97,1439.97,342
2020-09-23 11:41:00-04:00,1439.21,1439.21,1439.21,1439.21,244
2020-09-23 11:43:00-04:00,1439.545,1439.545,1439.545,1439.545,337
2020-09-23 11:45:00-04:00,1437.17,1437.17,1437.17,1437.17,210
2020-09-23 11:46:00-04:00,1435.725,1435.725,1435.61,1435.61,282
2020-09-23 11:48:00-04:00,1435.7,1435.7,1435.325,1435.325,202
2020-09-23 11:49:00-04:00,1434.71,1434.71,1434.71,1434.71,176
2020-09-23 11:50:00-04:00,1434.01,1434.01,1434.01,1434.01,100
2020-09-23 11:51:00-04:00,1433.565,1433.565,1433.565,1433.565,118
2020-09-23 11:54:00-04:00,1431.885,1431.915,1430.56,1430.56,413
2020-09-23 11:55:00-04:00,1432.79,1432.99,1432.78,1432.99,453
2020-09-23 11:58:00-04:00,1434.32,1434.32,1434.23,1434.23,236
2020-09-23 12:01:00-04:00,1431.67,1432.15,1431.67,1432.15,200
2020-09-23 12:04:00-04:00,1433.44,1433.44,1433.33,1433.33,492
2020-09-23 12:05:00-04:00,1432.59,1432.59,1432.59,1432.59,138
2020-09-23 12:07:00-04:00,1434.48,1434.595,1434.48,1434.595,200
2020-09-23 12:08:00-04:00,1436.07,1436.07,1436.07,1436.07,170
2020-09-23 12:09:00-04:00,1436.34,1436.34,1436.34,1436.34,125
2020-09-23 12:12:00-04:00,1435.98,1435.98,1435.29,1435.29,200
2020-09-23 12:13:00-04:00,1434.6,1434.6,1434.6,1434.6,169
2020-09-23 12:14:00-04:00,1434.225,1434.805,1434.15,1434.805,333
2020-09-23 12:15:00-04:00,1434.8,1434.835,1434.18,1434.18,471
2020-09-23 12:16:00-04:00,1433.57,1433.57,1433.57,1433.57,128
2020-09-23 12:17:00-04:00,1434.34,1434.34,1434.34,1434.34,143
2020-09-23 12:18:00-04:00,1433.06,1433.065,1433.06,1433.065,230
2020-09-23 12:19:00-04:00,1433.27,1433.27,1433.24,1433.24,311
2020-09-23 12:20:00-04:00,1432.17,1432.17,1432.17,1432.17,100
2020-09-23 12:21:00-04:00,1429.49,1429.49,1429.48,1429.48,275
2020-09-23 12:25:00-04:00,1433.29,1433.29,1433.29,1433.29,100
2020-09-23 12:26:00-04:00,1432.92,1432.92,1432.92,1432.92,205
2020-09-23 12:29:00-04:00,1434.93,1434.93,1434.93,1434.93,101
2020-09-23 12:31:00-04:00,1433.74,1433.74,1433.74,1433.74,121
2020-09-23 12:32:00-04:00,1433.54,1434.43,1433.54,1434.43,633
2020-09-23 12:35:00-04:00,1434.81,1434.81,1434.6,1434.6,201
2020-09-23 12:38:00-04:00,1435.38,1435.38,1435.35,1435.35,792
2020-09-23 12:39:00-04:00,1436.01,1438.48,1436.01,1438.09,433
2020-09-23 12:40:00-04:00,1438.305,1438.305,1438.305,1438.305,100
2020-09-23 12:41:00-04:00,1439.405,1439.405,1439.405,1439.405,100
2020-09-23 12:42:00-04:00,1441.31,1441.31,1441.31,1441.31,101
2020-09-23 12:49:00-04:00,1440.51,1440.51,1440.51,1440.51,302
2020-09-23 12:50:00-04:00,1441.58,1441.58,1441.58,1441.58,354
2020-09-23 12:52:00-04:00,1441.13,1441.13,1441.13,1441.13,100
2020-09-23 12:53:00-04:00,1441.135,1441.135,1440.02,1440.02,477
2020-09-23 12:54:00-04:00,1437.95,1437.95,1437.95,1437.95,100
2020-09-23 12:58:00-04:00,1440.39,1440.39,1440.39,1440.39,102
2020-09-23 13:01:00-04:00,1439.415,1439.415,1439.415,1439.415,174
2020-09-23 13:06:00-04:00,1438.99,1438.99,1438.78,1438.78,208
2020-09-23 13:08:00-04:00,1436.6,1436.6,1436.6,1436.6,100
2020-09-23 13:10:00-04:00,1439.64,1439.64,1439.64,1439.64,108
2020-09-23 13:14:00-04:00,1437.51,1437.51,1437.51,1437.51,100
2020-09-23 13:15:00-04:00,1437.65,1437.65,1437.65,1437.65,249
2020-09-23 13:16:00-04:00,1436.36,1436.36,1436.36,1436.36,100
2020-09-23 13:19:00-04:00,1439.05,1439.05,1439.03,1439.03,302
2020-09-23 13:21:00-04:00,1440.31,1440.31,1440.0,1440.05,547
2020-09-23 13:23:00-04:00,1440.03,1440.76,1440.03,1440.76,301
2020-09-23 13:25:00-04:00,1440.48,1440.48,1440.48,1440.48,177
2020-09-23 13:26:00-04:00,1440.29,1440.29,1440.29,1440.29,100
2020-09-23 13:28:00-04:00,1439.31,1439.31,1439.31,1439.31,341
2020-09-23 13:30:00-04:00,1438.165,1438.165,1438.165,1438.165,100
2020-09-23 13:44:00-04:00,1433.44,1434.03,1433.44,1434.03,232
2020-09-23 13:46:00-04:00,1433.745,1433.745,1433.745,1433.745,147
2020-09-23 13:47:00-04:00,1432.88,1432.88,1432.88,1432.88,110
2020-09-23 13:48:00-04:00,1434.81,1434.81,1434.44,1434.61,300
2020-09-23 13:49:00-04:00,1433.6,1434.38,1433.59,1434.38,330
2020-09-23 13:52:00-04:00,1432.69,1432.875,1432.59,1432.59,369
2020-09-23 13:55:00-04:00,1431.34,1431.34,1431.34,1431.34,200
2020-09-23 13:58:00-04:00,1432.02,1432.45,1432.02,1432.45,206
2020-09-23 14:00:00-04:00,1429.385,1429.385,1429.385,1429.385,105
2020-09-23 14:01:00-04:00,1428.38,1428.38,1428.37,1428.37,613
2020-09-23 14:02:00-04:00,1427.01,1427.01,1427.01,1427.01,127
2020-09-23 14:05:00-04:00,1430.28,1430.28,1430.28,1430.28,100
2020-09-23 14:06:00-04:00,1430.69,1430.69,1430.69,1430.69,101
2020-09-23 14:12:00-04:00,1427.73,1427.73,1427.47,1427.47,340
2020-09-23 14:13:00-04:00,1428.47,1429.12,1428.14,1428.14,534
2020-09-23 14:16:00-04:00,1425.635,1425.635,1425.635,1425.635,164
2020-09-23 14:18:00-04:00,1424.72,1424.99,1424.72,1424.99,370
2020-09-23 14:19:00-04:00,1425.305,1425.305,1425.305,1425.305,201
2020-09-23 14:20:00-04:00,1423.7,1425.16,1423.7,1425.16,402
2020-09-23 14:21:00-04:00,1425.47,1425.91,1425.47,1425.91,291
2020-09-23 14:22:00-04:00,1425.84,1425.84,1425.48,1425.48,351
2020-09-23 14:24:00-04:00,1425.41,1425.41,1425.41,1425.41,102
2020-09-23 14:31:00-04:00,1424.12,1424.12,1424.12,1424.12,105
2020-09-23 14:33:00-04:00,1423.02,1425.61,1423.02,1425.61,347
2020-09-23 14:35:00-04:00,1423.24,1423.24,1423.24,1423.24,101
2020-09-23 14:37:00-04:00,1424.58,1424.58,1424.58,1424.58,119
2020-09-23 14:38:00-04:00,1426.11,1426.11,1426.11,1426.11,100
2020-09-23 14:40:00-04:00,1424.24,1424.24,1424.24,1424.24,339
2020-09-23 14:43:00-04:00,1423.49,1423.49,1423.49,1423.49,184
2020-09-23 14:48:00-04:00,1420.31,1420.31,1420.31,1420.31,100
2020-09-23 14:50:00-04:00,1421.91,1421.91,1421.91,1421.91,137
2020-09-23 14:51:00-04:00,1424.25,1424.25,1424.25,1424.25,873
2020-09-23 14:53:00-04:00,1422.65,1422.65,1422.175,1422.175,204
2020-09-23 14:55:00-04:00,1419.59,1420.44,1419.59,1420.44,248
2020-09-23 14:56:00-04:00,1420.46,1420.46,1420.46,1420.46,100
2020-09-23 14:59:00-04:00,1418.91,1420.1,1418.91,1420.1,400
2020-09-23 15:00:00-04:00,1420.78,1420.78,1420.78,1420.78,123
2020-09-23 15:02:00-04:00,1416.555,1416.555,1415.97,1415.97,428
2020-09-23 15:03:00-04:00,1416.72,1416.72,1416.72,1416.72,140
2020-09-23 15:04:00-04:00,1416.245,1416.245,1415.0,1415.0,742
2020-09-23 15:07:00-04:00,1413.43,1413.97,1413.43,1413.615,800
2020-09-23 15:08:00-04:00,1413.945,1413.945,1413.945,1413.945,260
2020-09-23 15:11:00-04:00,1417.52,1417.52,1417.52,1417.52,110
2020-09-23 15:15:00-04:00,1415.605,1415.605,1415.605,1415.605,109
2020-09-23 15:16:00-04:00,1413.225,1413.225,1413.225,1413.225,119
2020-09-23 15:18:00-04:00,1415.36,1415.36,1415.36,1415.36,138
2020-09-23 15:21:00-04:00,1417.24,1417.24,1417.24,1417.24,200
2020-09-23 15:26:00-04:00,1415.115,1415.115,1415.115,1415.115,100
2020-09-23 15:27:00-04:00,1413.15,1413.56,1413.15,1413.56,223
2020-09-23 15:28:00-04:00,1413.97,1413.97,1413.97,1413.97,244
2020-09-23 15:29:00-04:00,1415.04,1417.74,1415.04,1417.74,534
2020-09-23 15:30:00-04:00,1418.845,1418.925,1417.68,1417.68,891
2020-09-23 15:31:00-04:00,1418.02,1418.02,1418.02,1418.02,179
2020-09-23 15:33:00-04:00,1418.13,1418.13,1415.76,1416.235,1003
2020-09-23 15:35:00-04:00,1416.12,1416.16,1416.12,1416.16,200
2020-09-23 15:36:00-04:00,1417.06,1417.06,1417.06,1417.06,159
2020-09-23 15:37:00-04:00,1416.86,1416.86,1416.86,1416.86,331
2020-09-23 15:38:00-04:00,1418.91,1419.47,1418.91,1419.47,447
2020-09-23 15:39:00-04:00,1418.44,1418.44,1418.32,1418.32,220
2020-09-23 15:40:00-04:00,1420.05,1420.05,1420.05,1420.05,104
2020-09-23 15:41:00-04:00,1419.45,1419.45,1419.45,1419.45,142
2020-09-23 15:42:00-04:00,1418.895,1418.895,1418.895,1418.895,104
2020-09-23 15:43:00-04:00,1417.02,1417.38,1417.02,1417.38,612
2020-09-23 15:44:00-04:00,1417.74,1417.74,1417.74,1417.74,180
2020-09-23 15:45:00-04:00,1417.45,1417.45,1416.42,1416.42,317
2020-09-23 15:46:00-04:00,1417.685,1417.685,1417.685,1417.685,113
2020-09-23 15:47:00-04:00,1414.11,1414.11,1414.11,1414.11,160
2020-09-23 15:48:00-04:00,1412.82,1413.22,1412.82,1412.84,492
2020-09-23 15:49:00-04:00,1413.055,1413.47,1411.76,1411.86,1265
2020-09-23 15:51:00-04:00,1411.96,1411.96,1410.64,1410.64,308
2020-09-23 15:52:00-04:00,1410.32,1410.32,1408.33,1408.33,828
2020-09-23 15:53:00-04:00,1408.425,1408.425,1408.425,1408.425,118
2020-09-23 15:54:00-04:00,1409.93,1410.615,1409.93,1410.615,295
2020-09-23 15:55:00-04:00,1412.35,1413.11,1411.54,1413.11,914
2020-09-23 15:56:00-04:00,1414.45,1414.84,1414.01,1414.01,599
2020-09-23 15:57:00-04:00,1413.76,1413.76,1413.22,1413.495,504
2020-09-23 15:58:00-04:00,1413.3,1413.57,1413.15,1413.15,1111
2020-09-23 15:59:00-04:00,1414.48,1416.27,1414.48,1416.17,1545
2020-09-23 16:10:00-04:00,1417.0,1417.0,1417.0,1417.0,100
2020-09-24 07:20:00-04:00,1416.0,1416.0,1416.0,1416.0,100
2020-09-24 09:30:00-04:00,1410.34,1418.46,1410.34,1414.925,1182
2020-09-24 09:33:00-04:00,1413.02,1413.4,1413.02,1413.4,242
2020-09-24 09:34:00-04:00,1413.4,1413.4,1411.08,1411.54,2171
2020-09-24 09:35:00-04:00,1410.92,1413.085,1410.86,1413.085,1098
2020-09-24 09:36:00-04:00,1416.38,1418.385,1416.38,1418.385,691
2020-09-24 09:37:00-04:00,1418.4,1418.4,1415.31,1415.31,710
2020-09-24 09:38:00-04:00,1415.86,1416.34,1415.04,1415.04,1196
2020-09-24 09:39:00-04:00,1414.1,1415.23,1414.1,1415.2,416
2020-09-24 09:40:00-04:00,1414.99,1416.37,1414.34,1416.37,4851
2020-09-24 09:41:00-04:00,1416.95,1416.95,1415.885,1416.54,917
2020-09-24 09:42:00-04:00,1416.67,1419.2,1416.67,1418.785,3760
2020-09-24 09:43:00-04:00,1418.37,1419.42,1418.37,1419.42,1049
2020-09-24 09:44:00-04:00,1419.86,1420.46,1419.86,1419.93,709
2020-09-24 09:45:00-04:00,1419.53,1420.87,1419.39,1420.87,1156
2020-09-24 09:46:00-04:00,1421.49,1422.48,1421.49,1422.48,485
2020-09-24 09:47:00-04:00,1424.01,1425.0,1423.6,1423.6,2186
2020-09-24 09:48:00-04:00,1424.12,1424.12,1424.12,1424.12,206
2020-09-24 09:50:00-04:00,1428.565,1431.77,1428.565,1431.77,636
2020-09-24 09:56:00-04:00,1429.545,1429.545,1429.545,1429.545,122
2020-09-24 09:58:00-04:00,1428.97,1428.97,1428.97,1428.97,110
2020-09-24 09:59:00-04:00,1430.08,1430.74,1429.905,1429.905,321
2020-09-24 10:00:00-04:00,1432.74,1432.74,1432.74,1432.74,381
2020-09-24 10:01:00-04:00,1436.685,1436.685,1436.685,1436.685,168
2020-09-24 10:02:00-04:00,1438.14,1440.94,1438.14,1440.94,556
2020-09-24 10:03:00-04:00,1441.445,1443.32,1440.19,1440.19,864
2020-09-24 10:04:00-04:00,1438.24,1440.48,1438.24,1440.48,349
2020-09-24 10:05:00-04:00,1440.815,1440.94,1440.815,1440.94,652
2020-09-24 10:07:00-04:00,1440.97,1440.97,1438.4,1438.4,210
2020-09-24 10:08:00-04:00,1439.37,1439.37,1437.39,1437.39,303
2020-09-24 10:09:00-04:00,1439.99,1439.99,1438.92,1438.92,414
2020-09-24 10:11:00-04:00,1436.85,1437.39,1436.85,1437.39,266
2020-09-24 10:12:00-04:00,1436.19,1436.19,1436.19,1436.19,299
2020-09-24 10:13:00-04:00,1436.72,1436.72,1436.525,1436.525,312
2020-09-24 10:14:00-04:00,1439.04,1439.04,1439.04,1439.04,190
2020-09-24 10:15:00-04:00,1437.65,1438.38,1437.65,1438.38,200
2020-09-24 10:16:00-04:00,1438.715,1438.715,1438.715,1438.715,194
2020-09-24 10:22:00-04:00,1434.59,1434.59,1433.74,1433.74,551
2020-09-24 10:23:00-04:00,1433.1,1433.795,1432.45,1432.45,434
2020-09-24 10:24:00-04:00,1432.49,1433.83,1432.49,1433.56,1122
2020-09-24 10:26:00-04:00,1433.69,1433.69,1433.69,1433.69,143
2020-09-24 10:28:00-04:00,1433.78,1433.78,1433.12,1433.19,777
2020-09-24 10:30:00-04:00,1432.78,1432.905,1432.78,1432.905,831
2020-09-24 10:36:00-04:00,1425.06,1425.06,1425.06,1425.06,102
2020-09-24 10:37:00-04:00,1426.29,1426.29,1426.29,1426.29,182
2020-09-24 10:42:00-04:00,1430.26,1430.26,1429.71,1429.71,669
2020-09-24 10:46:00-04:00,1430.53,1431.6,1430.53,1431.6,221
2020-09-24 10:50:00-04:00,1433.35,1433.35,1433.35,1433.35,189
2020-09-24 10:52:00-04:00,1430.3,1431.98,1430.3,1431.98,205
2020-09-24 10:58:00-04:00,1430.44,1430.44,1430.44,1430.44,166
2020-09-24 11:00:00-04:00,1432.365,1432.365,1432.365,1432.365,282
2020-09-24 11:02:00-04:00,1433.56,1433.56,1433.56,1433.56,105
2020-09-24 11:05:00-04:00,1430.47,1430.47,1430.47,1430.47,261
2020-09-24 11:07:00-04:00,1428.94,1428.94,1428.0,1428.0,500
2020-09-24 11:10:00-04:00,1425.84,1425.84,1425.84,1425.84,191
2020-09-24 11:12:00-04:00,1427.85,1427.85,1427.45,1427.45,225
2020-09-24 11:16:00-04:00,1431.489,1431.489,1431.489,1431.489,222
2020-09-24 11:17:00-04:00,1430.52,1430.52,1430.52,1430.52,100
2020-09-24 11:19:00-04:00,1430.42,1430.42,1430.42,1430.42,129
2020-09-24 11:23:00-04:00,1434.54,1434.54,1434.54,1434.54,100
2020-09-24 11:25:00-04:00,1434.69,1434.69,1434.54,1434.54,441
2020-09-24 11:26:00-04:00,1434.15,1434.15,1434.15,1434.15,105
2020-09-24 11:27:00-04:00,1434.86,1434.86,1434.86,1434.86,100
2020-09-24 11:30:00-04:00,1434.45,1434.45,1434.45,1434.45,202
2020-09-24 11:32:00-04:00,1434.72,1435.425,1433.77,1433.77,730
2020-09-24 11:33:00-04:00,1434.52,1435.2,1434.52,1435.2,2701
2020-09-24 11:34:00-04:00,1435.0,1435.28,1435.0,1435.06,609
2020-09-24 11:36:00-04:00,1435.03,1435.03,1435.03,1435.03,101
2020-09-24 11:37:00-04:00,1435.28,1435.28,1434.21,1434.21,207
2020-09-24 11:38:00-04:00,1434.6,1434.6,1433.7,1433.7,353
2020-09-24 11:41:00-04:00,1436.11,1436.11,1436.11,1436.11,104
2020-09-24 11:42:00-04:00,1436.61,1436.61,1436.61,1436.61,100
2020-09-24 11:45:00-04:00,1436.35,1436.35,1436.35,1436.35,598
2020-09-24 11:46:00-04:00,1435.729,1435.729,1435.729,1435.729,115
2020-09-24 11:49:00-04:00,1432.41,1432.41,1432.41,1432.41,107
2020-09-24 11:50:00-04:00,1433.81,1433.81,1433.81,1433.81,101
2020-09-24 11:52:00-04:00,1435.08,1435.54,1435.08,1435.54,399
2020-09-24 11:53:00-04:00,1434.54,1434.54,1434.54,1434.54,113
2020-09-24 11:54:00-04:00,1432.97,1432.97,1432.69,1432.69,457
2020-09-24 12:01:00-04:00,1436.925,1436.925,1436.925,1436.925,190
2020-09-24 12:08:00-04:00,1438.28,1438.28,1437.84,1437.84,305
2020-09-24 12:10:00-04:00,1437.82,1437.82,1437.82,1437.82,200
2020-09-24 12:11:00-04:00,1437.1,1437.1,1437.1,1437.1,101
2020-09-24 12:12:00-04:00,1436.3,1436.3,1436.3,1436.3,102
2020-09-24 12:13:00-04:00,1436.24,1436.24,1436.24,1436.24,121
2020-09-24 12:15:00-04:00,1436.93,1436.93,1436.93,1436.93,100
2020-09-24 12:16:00-04:00,1438.43,1438.43,1438.43,1438.43,150
2020-09-24 12:17:00-04:00,1437.38,1437.38,1437.38,1437.38,465
2020-09-24 12:22:00-04:00,1433.33,1433.33,1433.0,1433.0,200
2020-09-24 12:23:00-04:00,1432.02,1432.2,1432.02,1432.2,323
2020-09-24 12:24:00-04:00,1431.745,1431.745,1431.745,1431.745,191
2020-09-24 12:25:00-04:00,1433.55,1433.55,1433.55,1433.55,100
2020-09-24 12:26:00-04:00,1434.645,1434.645,1434.645,1434.645,100
